Subject	Predicate	Object
Torsion of greater omentum	medical college	Surgery
Torsion of greater omentum	source	baidubaike
Torsion of greater omentum	belongTo	disease
Cachexia	source	baidubaike
Cachexia	belongTo	symptom
Cachexia	belongTo	disease
Dwarfism	belongTo	disease
Dwarfism	source	baidubaike
Multisystem atrophy	source	baidubaike
Multisystem atrophy	belongTo	disease
Congenital diaphragmatic hernia	medical college	Surgery
Congenital diaphragmatic hernia	belongTo	disease
Congenital diaphragmatic hernia	source	baidubaike
poliomyelitis	belongTo	disease
poliomyelitis	source	baidubaike
Colonic polyps	clinic department	GI Medicine
Colonic polyps	source	baidubaike
Colonic polyps	clinic department	Surgery
Colonic polyps	belongTo	symptom
Colonic polyps	belongTo	disease
dementia	belongTo	disease
dementia	belongTo	symptom
dementia	source	hudongbaike
dementia	source	WikiPedia
dementia	clinic department	Internal medicine
dementia	source	baidubaike
dementia	source	medicalbaike
Maple syrup urine disease	source	baidubaike
Maple syrup urine disease	source	WikiPedia
Maple syrup urine disease	source	medicalbaike
Maple syrup urine disease	source	hudongbaike
Maple syrup urine disease	medical college	Pediatrics
Maple syrup urine disease	belongTo	disease
Adenomyosis of uterus	name	Adenomyosis of uterus
Adenomyosis of uterus	medical college	Gynaecology
Adenomyosis of uterus	belongTo	disease
Adenomyosis of uterus	source	medicalbaike
Adenomyosis of uterus	source	hudongbaike
Adenomyosis of uterus	source	WikiPedia
Adenomyosis of uterus	source	baidubaike
Renogenic hypertension	source	hudongbaike
Renogenic hypertension	belongTo	disease
Renogenic hypertension	source	medicalbaike
Renogenic hypertension	source	WikiPedia
Renogenic hypertension	source	baidubaike
Acute radiation sickness by external irradiation	medical college	Internal medicine
Acute radiation sickness by external irradiation	source	WikiPedia
Acute radiation sickness by external irradiation	source	hudongbaike
Acute radiation sickness by external irradiation	belongTo	disease
Acute radiation sickness by external irradiation	source	baidubaike
Acute radiation sickness by external irradiation	medical college	Neurology
Acute radiation sickness by external irradiation	source	medicalbaike
Ischemic cardiomyopathy in the elderly	belongTo	disease
Ischemic cardiomyopathy in the elderly	source	baidubaike
Ischemic cardiomyopathy in the elderly	medical college	Internal Medicine-Cardiovascular Department
Acute simple gastritis	belongTo	disease
Acute simple gastritis	source	baidubaike
Acute simple gastritis	medical college	GI Medicine
Epidemic typhus	medical college	Infectious Disease Department
Epidemic typhus	belongTo	disease
Epidemic typhus	source	baidubaike
Open angle glaucoma	medical college	Ophthalmology Department
Open angle glaucoma	source	baidubaike
Open angle glaucoma	belongTo	disease
Disc herniation	medical college	orthopedics
Disc herniation	source	baidubaike
Disc herniation	belongTo	disease
Amenorrhea and galactorrhea syndrome	source	WikiPedia
Amenorrhea and galactorrhea syndrome	source	medicalbaike
Amenorrhea and galactorrhea syndrome	belongTo	disease
Amenorrhea and galactorrhea syndrome	source	baidubaike
Amenorrhea and galactorrhea syndrome	medical college	Gynaecology
Amenorrhea and galactorrhea syndrome	source	hudongbaike
Uterine ptosis	clinic department	Gynaecology
Uterine ptosis	clinic department	Obstetrics and Gynecology Department
Uterine ptosis	belongTo	disease
Uterine ptosis	belongTo	symptom
Uterine ptosis	source	baidubaike
Viral meningitis	medical college	Internal medicine
Viral meningitis	source	baidubaike
Viral meningitis	common cause	Enterovirus infection
Viral meningitis	belongTo	disease
Teratoma	source	baidubaike
Teratoma	belongTo	disease
Teratoma	medical college	Obstetrics and Gynecology Department
Luteinization of follicle	source	baidubaike
Luteinization of follicle	belongTo	disease
Bone fricative	belongTo	disease
Bone fricative	source	baidubaike
Bone fricative	medical college	orthopedics
Dysentery	belongTo	disease
Dysentery	source	baidubaike
Dysentery	medical college	The skin Department
Piriformis Syndrome 	source	baidubaike
Piriformis Syndrome 	belongTo	disease
Cough due to lung dryness	source	baidubaike
Cough due to lung dryness	belongTo	disease
Swine asthma	source	baidubaike
Swine asthma	belongTo	disease
Abstinence syndrome	source	baidubaike
Abstinence syndrome	belongTo	disease
Meckel's diverticulum	source	baidubaike
Meckel's diverticulum	medical college	Department of general surgery
Meckel's diverticulum	belongTo	disease
Umbilical cord prolapse	source	baidubaike
Umbilical cord prolapse	belongTo	disease
Stain	belongTo	disease
Stain	source	baidubaike
Stain	medical college	The skin Department
Cholestasis of pregnancy	source	baidubaike
Cholestasis of pregnancy	belongTo	disease
Senile heart failure	source	hudongbaike
Senile heart failure	source	baidubaike
Senile heart failure	clinical_manifestations	Dyspnea
Senile heart failure	source	WikiPedia
Senile heart failure	source	medicalbaike
Senile heart failure	belongTo	disease
Antipsychotic drugs	source	baidubaike
Antipsychotic drugs	belongTo	disease
Lumbar disc herniation	belongTo	disease
Lumbar disc herniation	medical college	orthopedics
Lumbar disc herniation	source	baidubaike
Elderly leg cramps	belongTo	disease
Elderly leg cramps	medical college	orthopedics
Elderly leg cramps	source	baidubaike
Elderly leg cramps	name	Gastrocnemius spasm
Excess heat	source	baidubaike
Excess heat	belongTo	disease
Thrombocytosis	source	baidubaike
Thrombocytosis	belongTo	disease
Hair cysticercosis	belongTo	disease
Hair cysticercosis	medical college	Surgery
Hair cysticercosis	source	baidubaike
Hemolysis of newborn	source	baidubaike
Hemolysis of newborn	belongTo	disease
Hemolysis of newborn	medical college	Pediatrics
Polycystic kidney disease	source	baidubaike
Polycystic kidney disease	medical college	Nephrology
Polycystic kidney disease	belongTo	disease
Puerperal lochia	source	baidubaike
Puerperal lochia	belongTo	disease
Weak waist and knees	belongTo	disease
Weak waist and knees	source	baidubaike
Abdominal compartment syndrome	source	baidubaike
Abdominal compartment syndrome	belongTo	disease
Abdominal compartment syndrome	medical college	GI Medicine
Lump of breast	source	baidubaike
Lump of breast	medical college	Breast surgery
Lump of breast	belongTo	disease
Hysteria	belongTo	disease
Hysteria	source	baidubaike
Incarcerated hernia	source	baidubaike
Incarcerated hernia	belongTo	disease
Tetanus	medical college	Internal medicine
Tetanus	source	baidubaike
Tetanus	source	medicalbaike
Tetanus	source	hudongbaike
Tetanus	medical college	Department of general surgery
Tetanus	belongTo	disease
Tetanus	source	WikiPedia
Radial head fracture	medical college	orthopedics
Radial head fracture	belongTo	disease
Radial head fracture	source	baidubaike
Green Barry	medical college	Internal Medicine-Neurology
Green Barry	belongTo	disease
Green Barry	source	baidubaike
Lymphatic filariasis 	source	baidubaike
Lymphatic filariasis 	medical college	Internal medicine
Lymphatic filariasis 	belongTo	disease
mumps	source	hudongbaike
mumps	medical college	Infectious disease department
mumps	source	medicalbaike
mumps	belongTo	disease
mumps	medical college	Dental Department
mumps	source	baidubaike
mumps	source	WikiPedia
Malnutrition	belongTo	disease
Malnutrition	source	baidubaike
Ventricular septal defect	belongTo	disease
Ventricular septal defect	source	baidubaike
Ventricular septal defect	belongTo	symptom
Seasonal influenza	medical college	Internal medicine
Seasonal influenza	source	baidubaike
Seasonal influenza	belongTo	disease
Pulmonary embolism in the elderly	medical college	Department of respiration
Pulmonary embolism in the elderly	source	baidubaike
Pulmonary embolism in the elderly	belongTo	disease
Brain injury with mental disorders	medical college	Psycho Department
Brain injury with mental disorders	source	medicalbaike
Brain injury with mental disorders	belongTo	disease
Brain injury with mental disorders	source	baidubaike
Brain injury with mental disorders	source	WikiPedia
Brain injury with mental disorders	source	hudongbaike
Acute icteric hepatitis	source	baidubaike
Acute icteric hepatitis	medical college	GI Medicine
Acute icteric hepatitis	belongTo	disease
Parietal lobe syndrome	belongTo	disease
Parietal lobe syndrome	source	baidubaike
Parietal lobe syndrome	medical college	Psycho Department
21 trisomy syndrome	source	baidubaike
21 trisomy syndrome	belongTo	disease
alteration of intestina flora 	medical college	GI Medicine
alteration of intestina flora 	clinical_manifestations	diarrhea
alteration of intestina flora 	belongTo	disease
alteration of intestina flora 	source	baidubaike
alteration of intestina flora 	name	Dysbacteriosis of intestinal flora
Connective tissue disease	medical college	Rheumatology immunology
Connective tissue disease	belongTo	disease
Connective tissue disease	source	baidubaike
Leukoplakia vulvae	source	baidubaike
Leukoplakia vulvae	belongTo	disease
Closed craniocerebral injury	medical college	neurosurgeons
Closed craniocerebral injury	belongTo	disease
Closed craniocerebral injury	source	baidubaike
Fulminant hepatic failure	source	baidubaike
Fulminant hepatic failure	medical college	Internal medicine
Fulminant hepatic failure	belongTo	disease
Symptomatic hypertension	source	WikiPedia
Symptomatic hypertension	source	baidubaike
Symptomatic hypertension	source	medicalbaike
Symptomatic hypertension	belongTo	disease
Symptomatic hypertension	source	hudongbaike
Symptomatic hypertension	medical college	Internal medicine
Prolactin tumor	medical college	Endocrine Department
Prolactin tumor	belongTo	disease
Prolactin tumor	source	baidubaike
Trypanosomiasis americana	source	baidubaike
Trypanosomiasis americana	belongTo	disease
Trypanosomiasis americana	medical college	Infectious Disease Department
Semen yellow	source	baidubaike
Semen yellow	belongTo	disease
Semen yellow	medical college	andrology
Glomerulonephritis	source	hudongbaike
Glomerulonephritis	source	medicalbaike
Glomerulonephritis	source	WikiPedia
Glomerulonephritis	source	baidubaike
Glomerulonephritis	medical college	Nephrology
Glomerulonephritis	name	Nephritis syndrome
Glomerulonephritis	belongTo	disease
Compulsive thinking	belongTo	symptom
Compulsive thinking	belongTo	disease
Compulsive thinking	source	baidubaike
Congenital ovarian hypoplasia	source	baidubaike
Congenital ovarian hypoplasia	belongTo	disease
Hyperuricemia	belongTo	disease
Hyperuricemia	source	baidubaike
Penis	belongTo	disease
Penis	source	baidubaike
Tricuspid insufficiency	source	WikiPedia
Tricuspid insufficiency	belongTo	disease
Tricuspid insufficiency	source	medicalbaike
Tricuspid insufficiency	source	baidubaike
Tricuspid insufficiency	source	hudongbaike
Tricuspid insufficiency	medical college	Internal Medicine-Cardiovascular Department
Tricuspid insufficiency	medical college	Surgery
Brittle bone disease	source	WikiPedia
Brittle bone disease	medical college	orthopedics
Brittle bone disease	source	medicalbaike
Brittle bone disease	clinical_manifestations	Multiple fracture
Brittle bone disease	source	hudongbaike
Brittle bone disease	source	baidubaike
Brittle bone disease	belongTo	disease
Pharyngo conjunctival fever	source	baidubaike
Pharyngo conjunctival fever	medical college	Department of ENT
Pharyngo conjunctival fever	belongTo	disease
intervertebral disc	medical college	Surgery
intervertebral disc	source	medicalbaike
intervertebral disc	source	WikiPedia
intervertebral disc	source	hudongbaike
intervertebral disc	belongTo	disease
intervertebral disc	source	baidubaike
Direct moxibustion	medical college	Traditional Chinese Medicine Department
Direct moxibustion	belongTo	disease
Direct moxibustion	source	baidubaike
Vasomotor rhinitis	source	baidubaike
Vasomotor rhinitis	medical college	Department of ENT
Vasomotor rhinitis	belongTo	disease
Bancroftian filariasis	source	baidubaike
Bancroftian filariasis	belongTo	disease
Hyperlipidemia	source	baidubaike
Hyperlipidemia	medical college	Endocrine Department
Hyperlipidemia	belongTo	disease
Hypersplenism of spleen	belongTo	disease
Hypersplenism of spleen	cause	Splenomegaly
Hypersplenism of spleen	clinic department	Internal medicine
Hypersplenism of spleen	source	baidubaike
Hypersplenism of spleen	belongTo	symptom
Hypersplenism of spleen	clinic department	Hematology
Systolic heart failure	source	medicalbaike
Systolic heart failure	medical college	Internal medicine
Systolic heart failure	source	baidubaike
Systolic heart failure	source	WikiPedia
Systolic heart failure	belongTo	disease
Systolic heart failure	source	hudongbaike
Staphylococcus aureus meningitis	belongTo	disease
Staphylococcus aureus meningitis	source	baidubaike
Staphylococcus aureus meningitis	medical college	Internal Medicine-Neurology
Dry sickness	belongTo	disease
Dry sickness	source	baidubaike
Acute transient psychosis	source	hudongbaike
Acute transient psychosis	source	baidubaike
Acute transient psychosis	source	WikiPedia
Acute transient psychosis	source	medicalbaike
Acute transient psychosis	belongTo	disease
Sjogren's syndrome	medical college	Internal medicine
Sjogren's syndrome	source	baidubaike
Sjogren's syndrome	belongTo	disease
Hyperprolactinemia	source	baidubaike
