头实体	关系	尾实体
棉花花叶病毒病	来源	中文维基百科
棉花花叶病毒病	来源	医学百科
棉花花叶病毒病	来源	互动百科
囊尾蚴病	来源	互动百科
囊尾蚴病	属于	疾病
囊尾蚴病	来源	中文维基百科
囊尾蚴病	来源	医学百科
暴肓	属于	疾病
暴肓	来源	中文维基百科
暴肓	来源	互动百科
暴肓	来源	医学百科
蛔蚴移行症	医学专科	内科
蛔蚴移行症	来源	互动百科
蛔蚴移行症	来源	医学百科
蛔蚴移行症	来源	中文维基百科
蛔蚴移行症	属于	疾病
丝状疣	来源	中文维基百科
丝状疣	医学专科	皮肤性病科
丝状疣	属于	疾病
丝状疣	来源	互动百科
丝状疣	来源	医学百科
小儿磨牙	属于	疾病
小儿磨牙	来源	中文维基百科
小儿磨牙	来源	互动百科
小儿磨牙	来源	医学百科
金钱癣	常见病因	真菌感染
金钱癣	属于	疾病
金钱癣	来源	医学百科
金钱癣	来源	互动百科
金钱癣	医学专科	传染科
金钱癣	来源	中文维基百科
松毛虫性骨关节炎	来源	医学百科
松毛虫性骨关节炎	属于	疾病
松毛虫性骨关节炎	来源	互动百科
松毛虫性骨关节炎	医学专科	中医科
松毛虫性骨关节炎	来源	中文维基百科
扁豆黑斑病	来源	中文维基百科
扁豆黑斑病	来源	互动百科
扁豆黑斑病	属于	疾病
扁豆黑斑病	来源	医学百科
星芒病毒性肠炎	来源	互动百科
星芒病毒性肠炎	来源	中文维基百科
星芒病毒性肠炎	属于	疾病
星芒病毒性肠炎	来源	医学百科
巨腿症	来源	医学百科
巨腿症	来源	中文维基百科
巨腿症	来源	互动百科
巨腿症	属于	疾病
骨放线菌病	来源	医学百科
骨放线菌病	来源	互动百科
骨放线菌病	来源	中文维基百科
骨放线菌病	属于	疾病
骨放线菌病	医学专科	外科
链球性咽炎	来源	中文维基百科
链球性咽炎	来源	互动百科
链球性咽炎	来源	医学百科
链球性咽炎	属于	疾病
反跳性失眠	来源	中文维基百科
反跳性失眠	来源	医学百科
反跳性失眠	属于	疾病
反跳性失眠	来源	互动百科
染色体异常性疾病	来源	中文维基百科
染色体异常性疾病	来源	医学百科
染色体异常性疾病	属于	疾病
染色体异常性疾病	来源	互动百科
疱疹性色素膜炎	来源	互动百科
疱疹性色素膜炎	来源	医学百科
疱疹性色素膜炎	属于	疾病
疱疹性色素膜炎	来源	中文维基百科
肘管综合症	来源	医学百科
肘管综合症	来源	互动百科
肘管综合症	属于	疾病
肘管综合症	医学专科	中医科
肘管综合症	来源	中文维基百科
肘管综合症	名称	肘管综合征
面偏侧萎缩症	属于	疾病
面偏侧萎缩症	来源	中文维基百科
面偏侧萎缩症	来源	互动百科
面偏侧萎缩症	来源	医学百科
颈源性心脏病	来源	中文维基百科
颈源性心脏病	来源	医学百科
颈源性心脏病	属于	疾病
颈源性心脏病	来源	互动百科
滑车神经麻痹	属于	疾病
滑车神经麻痹	来源	中文维基百科
滑车神经麻痹	医学专科	内科
滑车神经麻痹	来源	互动百科
滑车神经麻痹	来源	医学百科
矮个子综合征	来源	中文维基百科
矮个子综合征	来源	医学百科
矮个子综合征	属于	疾病
矮个子综合征	来源	互动百科
淋菌性阴道炎	来源	互动百科
淋菌性阴道炎	属于	疾病
淋菌性阴道炎	来源	医学百科
淋菌性阴道炎	来源	中文维基百科
视网膜中央静脉阻塞	来源	中文维基百科
视网膜中央静脉阻塞	来源	医学百科
视网膜中央静脉阻塞	属于	疾病
视网膜中央静脉阻塞	来源	互动百科
视网膜中央静脉阻塞	医学专科	中医科
亚急性联合变性	来源	互动百科
亚急性联合变性	属于	疾病
亚急性联合变性	医学专科	内科
亚急性联合变性	来源	中文维基百科
亚急性联合变性	来源	医学百科
咽喉部神经官能症	来源	互动百科
咽喉部神经官能症	来源	医学百科
咽喉部神经官能症	来源	中文维基百科
咽喉部神经官能症	属于	疾病
鼠疫耶尔森菌肺炎	来源	中文维基百科
鼠疫耶尔森菌肺炎	来源	互动百科
鼠疫耶尔森菌肺炎	属于	疾病
鼠疫耶尔森菌肺炎	医学专科	传染科
鼠疫耶尔森菌肺炎	来源	医学百科
熬夜综合症	属于	疾病
熬夜综合症	来源	中文维基百科
熬夜综合症	来源	互动百科
熬夜综合症	来源	医学百科
先天性髋关节脱位	来源	医学百科
先天性髋关节脱位	属于	疾病
先天性髋关节脱位	来源	中文维基百科
先天性髋关节脱位	来源	互动百科
先天性髋关节脱位	医学专科	儿科
原发性肺动脉高压症	来源	互动百科
原发性肺动脉高压症	来源	医学百科
原发性肺动脉高压症	属于	疾病
原发性肺动脉高压症	来源	中文维基百科
先天性肺发育不全	医学专科	内科
先天性肺发育不全	属于	疾病
先天性肺发育不全	来源	中文维基百科
先天性肺发育不全	来源	互动百科
先天性肺发育不全	来源	医学百科
鸡克雷伯杆菌病	来源	中文维基百科
鸡克雷伯杆菌病	来源	互动百科
鸡克雷伯杆菌病	属于	疾病
鸡克雷伯杆菌病	来源	医学百科
网状红斑性粘蛋白病	来源	医学百科
网状红斑性粘蛋白病	来源	互动百科
网状红斑性粘蛋白病	来源	中文维基百科
网状红斑性粘蛋白病	属于	疾病
腰椎骨质增生症	来源	互动百科
腰椎骨质增生症	医学专科	外科
腰椎骨质增生症	来源	中文维基百科
腰椎骨质增生症	属于	疾病
腰椎骨质增生症	来源	医学百科
仔猪先天性震颤	来源	医学百科
仔猪先天性震颤	来源	互动百科
仔猪先天性震颤	来源	中文维基百科
仔猪先天性震颤	属于	疾病
假感冒	来源	中文维基百科
假感冒	属于	疾病
假感冒	来源	互动百科
假感冒	来源	医学百科
卢学炎	来源	互动百科
卢学炎	属于	疾病
卢学炎	来源	医学百科
卢学炎	来源	中文维基百科
毛囊性粘蛋白病	来源	互动百科
毛囊性粘蛋白病	来源	医学百科
毛囊性粘蛋白病	来源	中文维基百科
毛囊性粘蛋白病	属于	疾病
牙髓炎	来源	医学百科
牙髓炎	来源	互动百科
牙髓炎	来源	中文维基百科
牙髓炎	属于	疾病
面部识别变形症	来源	医学百科
面部识别变形症	来源	互动百科
面部识别变形症	属于	疾病
面部识别变形症	医学专科	内科
面部识别变形症	来源	中文维基百科
川琦病	来源	互动百科
川琦病	来源	中文维基百科
川琦病	属于	疾病
川琦病	来源	医学百科
周围神经病变	来源	中文维基百科
周围神经病变	来源	医学百科
周围神经病变	属于	疾病
周围神经病变	来源	互动百科
美尼尔斯综合症	属于	疾病
美尼尔斯综合症	来源	医学百科
美尼尔斯综合症	来源	中文维基百科
美尼尔斯综合症	来源	互动百科
成人呼吸窘迫综合症	来源	医学百科
成人呼吸窘迫综合症	属于	疾病
成人呼吸窘迫综合症	医学专科	内科
成人呼吸窘迫综合症	来源	中文维基百科
成人呼吸窘迫综合症	来源	互动百科
非淋性尿道炎	来源	互动百科
非淋性尿道炎	来源	医学百科
非淋性尿道炎	医学专科	内科
非淋性尿道炎	来源	中文维基百科
非淋性尿道炎	属于	疾病
茄子赤星病	来源	中文维基百科
茄子赤星病	来源	互动百科
茄子赤星病	来源	医学百科
茄子赤星病	属于	疾病
更年期忧郁症	来源	中文维基百科
更年期忧郁症	属于	疾病
更年期忧郁症	来源	医学百科
更年期忧郁症	来源	互动百科
猫泡翼线虫病	来源	互动百科
猫泡翼线虫病	来源	医学百科
猫泡翼线虫病	属于	疾病
猫泡翼线虫病	来源	中文维基百科
疱疹性肝炎	属于	疾病
疱疹性肝炎	来源	医学百科
疱疹性肝炎	来源	互动百科
疱疹性肝炎	来源	中文维基百科
系统性红斑狼疮性巩膜	来源	互动百科
系统性红斑狼疮性巩膜	来源	中文维基百科
系统性红斑狼疮性巩膜	属于	疾病
系统性红斑狼疮性巩膜	来源	医学百科
反刍家畜绦虫病	来源	中文维基百科
反刍家畜绦虫病	来源	医学百科
反刍家畜绦虫病	来源	互动百科
反刍家畜绦虫病	属于	疾病
落葵圆斑病	属于	疾病
落葵圆斑病	来源	互动百科
落葵圆斑病	来源	医学百科
落葵圆斑病	来源	中文维基百科
桑树芽枯病	来源	医学百科
桑树芽枯病	属于	疾病
桑树芽枯病	来源	互动百科
桑树芽枯病	来源	中文维基百科
山羊病毒性关节炎	属于	疾病
山羊病毒性关节炎	来源	医学百科
山羊病毒性关节炎	来源	互动百科
山羊病毒性关节炎	来源	中文维基百科
颈后交感神经链综合症	来源	中文维基百科
颈后交感神经链综合症	来源	医学百科
颈后交感神经链综合症	来源	互动百科
颈后交感神经链综合症	属于	疾病
三七黑斑病	来源	医学百科
三七黑斑病	来源	互动百科
三七黑斑病	来源	中文维基百科
三七黑斑病	属于	疾病
热汗	来源	互动百科
热汗	来源	医学百科
热汗	来源	中文维基百科
热汗	属于	疾病
热汗	医学专科	中医科
前列腺癌	来源	互动百科
前列腺癌	来源	医学百科
前列腺癌	来源	中文维基百科
前列腺癌	属于	疾病
前列腺癌	医学专科	男科
颈椎疾病	来源	中文维基百科
颈椎疾病	来源	互动百科
颈椎疾病	来源	医学百科
颈椎疾病	属于	疾病
颈椎疾病	医学专科	外科
猪腺病毒感染	属于	疾病
猪腺病毒感染	来源	中文维基百科
猪腺病毒感染	来源	互动百科
猪腺病毒感染	来源	医学百科
手机强迫症	来源	中文维基百科
手机强迫症	属于	疾病
手机强迫症	来源	医学百科
手机强迫症	来源	互动百科
膝外侧韧带损伤	来源	互动百科
膝外侧韧带损伤	来源	医学百科
膝外侧韧带损伤	来源	中文维基百科
膝外侧韧带损伤	医学专科	外科
膝外侧韧带损伤	属于	疾病
荨麻诊	来源	中文维基百科
荨麻诊	属于	疾病
荨麻诊	来源	互动百科
荨麻诊	来源	医学百科
荨麻诊	名称	荨麻疹
荨麻诊	医学专科	皮肤性病科
益生菌依赖症	属于	疾病
益生菌依赖症	来源	中文维基百科
益生菌依赖症	来源	医学百科
益生菌依赖症	来源	互动百科
黑素细胞痣	来源	互动百科
黑素细胞痣	来源	中文维基百科
黑素细胞痣	属于	疾病
黑素细胞痣	医学专科	皮肤性病科
黑素细胞痣	来源	医学百科
输尿管瓣膜	医学专科	外科
输尿管瓣膜	来源	互动百科
输尿管瓣膜	来源	中文维基百科
输尿管瓣膜	来源	医学百科
输尿管瓣膜	属于	疾病
斑色鱼鳞癣	来源	互动百科
斑色鱼鳞癣	来源	中文维基百科
斑色鱼鳞癣	来源	医学百科
斑色鱼鳞癣	医学专科	皮肤性病科
斑色鱼鳞癣	属于	疾病
手机过度使用症	来源	中文维基百科
手机过度使用症	来源	互动百科
手机过度使用症	属于	疾病
手机过度使用症	来源	医学百科
蠕虫蚴移行症	来源	中文维基百科
蠕虫蚴移行症	来源	互动百科
蠕虫蚴移行症	来源	医学百科
蠕虫蚴移行症	属于	疾病
幼年性跖部皮病	来源	互动百科
幼年性跖部皮病	属于	疾病
幼年性跖部皮病	来源	医学百科
幼年性跖部皮病	来源	中文维基百科
小儿迁延性肾小球肾炎	属于	疾病
小儿迁延性肾小球肾炎	来源	医学百科
小儿迁延性肾小球肾炎	来源	中文维基百科
小儿迁延性肾小球肾炎	医学专科	儿科
小儿迁延性肾小球肾炎	来源	互动百科
免疫增生病	属于	疾病
免疫增生病	来源	中文维基百科
免疫增生病	来源	互动百科
免疫增生病	来源	医学百科
革兰阴性杆菌肺炎	来源	医学百科
革兰阴性杆菌肺炎	属于	疾病
革兰阴性杆菌肺炎	来源	中文维基百科
革兰阴性杆菌肺炎	来源	互动百科
老年人肺脓肿	医学专科	内科
老年人肺脓肿	名称	肺脓肿
老年人肺脓肿	来源	互动百科
老年人肺脓肿	来源	医学百科
老年人肺脓肿	属于	疾病
老年人肺脓肿	来源	中文维基百科
分裂样精神病	来源	互动百科
分裂样精神病	来源	中文维基百科
分裂样精神病	来源	医学百科
分裂样精神病	属于	疾病
莙荙菜黑斑病	来源	医学百科
莙荙菜黑斑病	来源	中文维基百科
莙荙菜黑斑病	属于	疾病
莙荙菜黑斑病	来源	互动百科
苔藓样结核疹	来源	中文维基百科
苔藓样结核疹	医学专科	中医科
苔藓样结核疹	来源	医学百科
苔藓样结核疹	属于	疾病
苔藓样结核疹	来源	互动百科
埃斯博格综合征	属于	疾病
埃斯博格综合征	来源	中文维基百科
埃斯博格综合征	来源	互动百科
埃斯博格综合征	来源	医学百科
外展神经麻痹	属于	疾病
外展神经麻痹	来源	中文维基百科
外展神经麻痹	来源	互动百科
外展神经麻痹	来源	医学百科
芹菜黄萎病	来源	互动百科
芹菜黄萎病	来源	医学百科
芹菜黄萎病	来源	中文维基百科
芹菜黄萎病	属于	疾病
延迟性应激反应	来源	互动百科
延迟性应激反应	来源	医学百科
延迟性应激反应	来源	中文维基百科
